Exercise Name,Equipment,Utility,Mechanics,Force,Preparation,Execution,Target_Muscles,Stabilizer_Muscles,Main_muscle,Difficulty (1-5),Secondary Muscles,No_of_Sets,No_of_Reps,BMI,gender,type of plan
Squat,Lever (selectorized),Basic,Compound,Push,Squat down to place shoulders under padded lever. Place feet shoulder width apart directly under shoulders.,"Lift lever up by extending knees and hips until legs are straight. Lower lever by bending hips back while allowing knees to bend forward, keeping back straight and knees pointed same direction as feet. Descend until thighs are just past parallel to floor. Return and repeat.","Quadriceps,","Erector Spinae, Trapezius, Upper, Trapezius, Middle, Levator Scapulae, ",Thighs,3,"Quadriceps, Gluteus Maximus",5,11,23.55008215628632,male,weight gain
V-Squat,Lever (selectorized),Basic or Auxiliary,Compound,Push,"Position shoulders under shoulder pads with back against back pad. Place feet on platform, shoulder or hip width apart. Squeeze hand lever. Keeping hand lever squeezed, squat down by bending hips and knees until knees or hips are just short of complete flexion. Release hand lever and raise up on sled just slightly until weight stack is engaged (click is heard).",Raise sled by extending knees and hips until legs are straight. Squat down with knees pointed same direction as feet. Descend until knees or hips are near complete flexion. Repeat.,"Quadriceps,",,Thighs,3,"Quadriceps, Gluteus Maximus",4,10,23.184183419380137,male,weight gain
Leg Presses,Sled,Basic,Compound,Push,Sit on machine with back on padded support. Place feet on platform. Extend hips and knees. Release dock lever and grasp handles to sides.,Lower sled by flexing hips and knees until knees are just short of complete flexion. Return by extending knees and hips. Repeat.,"Quadriceps,",,Thighs,3,"Quadriceps, Gluteus Maximus",5,7,22.15195642674129,male,weight gain
Leg Presses:  45° Leg Press,Sled,Basic,Compound,Push,Sit on machine with back on padded support. Place feet on platform. Extend hips and knees. Release dock lever and grasp handles to sides.,Lower sled by flexing hips and knees until knees are just short of complete flexion. Return by extending knees and hips. Repeat.,"Quadriceps,",,Thighs,3,"Quadriceps, Gluteus Maximus",4,12,23.343642036796737,male,weight gain
Leg Presses:  Lying Leg Press,Sled,Basic,Compound,Push,Lie supine on sled with shoulders against pad. Place feet on platform.,Extend hips and knees. Flex hips and knees to descend until knees are just short of complete flexion. Repeat.,"Quadriceps,",,Thighs,3,"Quadriceps, Gluteus Maximus",4,12,23.14518446999748,male,weight gain
Leg Presses:  Seated Leg Press,Sled,Basic,Compound,Push,Sit on machine with back on padded support. Place feet on platform. Grasp handles to sides.,Push platform away by extending knees and hips. Return until hips are completely flexed. Repeat.,"Quadriceps,",,Thighs,3,"Quadriceps, Gluteus Maximus",5,11,23.47243082385721,male,weight gain
Squat,Sled,Basic,Compound,Push,Position shoulders under padded bars. Place feet shoulder width apart directly under shoulders. Disengage lever brace if available.,"Squat down by bending hips back while allowing knees to bend forward, keeping back straight and knees pointed same direction as feet. Descend until thighs are just past parallel to floor. Raise sled by extending knees and hips until legs are straight. Return and repeat.","Quadriceps,","Erector Spinae, Trapezius, Upper, Trapezius, Middle, Levator Scapulae, ",Thighs,3,"Quadriceps, Gluteus Maximus",5,12,23.13854416639193,male,weight gain
Squat:  Hack Squat,Sled,Basic or Auxiliary,Compound,Push,Lie supine on back pad with shoulders under shoulder pad. Place feet on platform slightly higher than base of sled. Extend hips and knees. Release dock levers.,"To lower sled, bend hips and knees until knees are just short of complete flexion. Raise sled by extending knees and hips. Repeat.","Quadriceps,",,Thighs,3,"Quadriceps, Gluteus Maximus",4,9,22.303653973065742,male,weight gain
Rear Lunge,Smith,Auxiliary,Compound,Push,"With bar upper chest height, position bar on back of shoulders and grasp bar to sides. Place feet under bar. Straighten legs so weight is lifted. Disengage bar by rotating bar back.",Step back with one leg while bending supporting leg. Plant forefoot far back on floor. Lower body by flexing knee and hip of supporting leg until knee of rear leg is almost in contact with floor. Return to original standing position by extending hip and knee of forward supporting leg and return rear leg next to supporting leg. Repeat movement with opposite legs alternating between sides.,"Quadriceps,","Erector Spinae, Gluteus Medius, Gluteus Minimus, Quadratus Lumborum, Obliques, ",Thighs,3,"Quadriceps, Gluteus Maximus",3,8,22.21728572650032,male,weight gain
Squat,Smith,Basic,Compound,Push,"With bar upper chest height, position bar on back of shoulders and grasp bar to sides. Place feet under bar. Disengage bar by rotating bar back.","Squat down by bending hips back while allowing knees to bend forward, keeping back straight and knees pointed same direction as feet. Descend until thighs are just past parallel to floor. Extend knees and hips until legs are straight. Return and repeat.","Quadriceps,","Erector Spinae, ",Thighs,3,"Quadriceps, Gluteus Maximus",3,8,22.706022038308905,male,weight gain
Single Leg Squat,Weighted,Auxiliary,Compound,Push,Stand with arms extended out in front holding medicine ball or weight plate. Balance on one leg with opposite leg extended forward off of ground.,Squat down as far as possible while keeping leg elevated off of floor. Keep supporting knee pointed same direction as foot supporting. Raise body   back up to original position until knee and hip of supporting leg is straight. Return and repeat. Continue with opposite leg.,"Quadriceps,","Gluteus Medius, Gluteus Minimus, Quadratus Lumborum, Obliques, Rectus Abdominis, Iliopsoas, Tensor Fasciae Latae, Pectineus, Sartorius, Quadriceps, Deltoid, Anterior, Pectoralis Major, Clavicular, Deltoid, Lateral, Coracobrachialis, Trapezius, Upper, Trapezius, Middle, Trapezius, Lower, Serratus Anterior, Inferior Digitations, Levator Scapulae, Wrist Extensors, ",Thighs,5,"Quadriceps, Gluteus Maximus",4,7,23.55251575341954,male,weight gain
Rear Lunge,Body Weight,Auxiliary,Compound,Push,Stand with arms extended out in front holding medicine ball or weight plate. Balance on one leg with opposite leg extended forward off of ground.,Squat down as far as possible while keeping leg elevated off of floor. Keep supporting knee pointed same direction as foot supporting. Raise body   back up to original position until knee and hip of supporting leg is straight. Return and repeat. Continue with opposite leg.,"Quadriceps,","Gluteus Medius, Gluteus Minimus, Quadratus Lumborum, Obliques, Rectus Abdominis, Iliopsoas, Tensor Fasciae Latae, Pectineus, Sartorius, Quadriceps, Deltoid, Anterior, Pectoralis Major, Clavicular, Deltoid, Lateral, Coracobrachialis, Trapezius, Upper, Trapezius, Middle, Trapezius, Lower, Serratus Anterior, Inferior Digitations, Levator Scapulae, Wrist Extensors, ",Thighs,3,"Quadriceps, Gluteus Maximus",4,10,22.9799397599259,male,weight gain
Lunge,Body Weight,Basic or Auxiliary,Compound,Push,Stand with hands on hips or in front of body.,"Lunge forward with first leg. Land on heel, then forefoot. Lower body by flexing knee and hip of front leg until knee of rear leg is almost in contact with floor. Return to original standing position by forcibly extending hip and knee of forward leg. Repeat by alternating lunge with opposite leg.","Quadriceps,","Tibialis Anterior, Gluteus Medius, Gluteus Minimus, Quadratus Lumborum, Obliques, ",Thighs,3,"Quadriceps, Gluteus Maximus",5,6,22.53887717348005,male,weight gain
Single Leg Squat,Body Weight,Basic or Auxiliary,Compound,Push,Stand with arms extended out in front. Balance on one leg with opposite leg extended forward off of ground.,Squat down as far as possible while keeping leg elevated off of floor. Keep back as straight as possible and supporting knee pointed same direction as foot supporting. Raise body back up to original position until knee and hip of supporting leg is straight. Repeat and continue with opposite leg.,"Quadriceps,","Erector Spinae (see notes), Gluteus Medius, Gluteus Minimus, Quadratus Lumborum, Obliques, Iliopsoas, Tensor Fasciae Latae, Pectineus, Sartorius, Quadriceps, ",Thighs,5,"Quadriceps, Gluteus Maximus",5,6,22.100120487808653,male,weight gain
Single Leg Squat:  Box,Body Weight,Basic or Auxiliary,Compound,Push,Stand with arms extended out in front. Balance on one leg with opposite leg extended forward off of ground.,Squat down as far as possible while keeping leg elevated off of floor. Keep back as straight as possible and supporting knee pointed same direction as foot supporting. Raise body back up to original position until knee and hip of supporting leg is straight. Repeat and continue with opposite leg.,"Quadriceps,","Erector Spinae (see notes), Gluteus Medius, Gluteus Minimus, Quadratus Lumborum, Obliques, Iliopsoas, Tensor Fasciae Latae, Pectineus, Sartorius, Quadriceps, ",Thighs,4,"Quadriceps, Gluteus Maximus",5,11,22.52135004646341,male,weight gain
Split Squat,Body Weight,Basic or Auxiliary,Compound,Push,Stand with hands on hips. Position feet far apart; one foot forward and other foot behind.,Squat down by flexing knee and hip of front leg. Allow heel of rear foot to rise up while knee of rear leg bends slightly until it almost makes contact with floor. Return to original standing position by extending hip and knee of forward leg. Repeat. Continue with opposite leg.,"Quadriceps,","Gluteus Medius, Gluteus Minimus, ",Thighs,3,"Quadriceps, Gluteus Maximus",5,12,22.642598676214767,male,weight gain
Split Squat:  Single Leg Split Squat,Body Weight,Basic or Auxiliary,Compound,Push,Stand facing away from bench. Extend leg back and place top of foot on bench.,Squat down by flexing knee and hip of front leg until knee of rear leg is almost in contact with floor. Return to original standing position by extending hip and knee of forward leg and repeat. Continue with opposite leg.,"Quadriceps,","Gluteus Medius, Gluteus Minimus, ",Thighs,4,"Quadriceps, Gluteus Maximus",4,6,22.16690943118344,male,weight gain
Squat,Body Weight,Basic,Compound,Push,Stand with arms extended forward.,"Squat down by bending hips back while allowing knees to bend forward, keeping back straight and knees pointed same direction as feet. Descend until thighs are just past parallel to floor. Squat up by extending knees","Quadriceps,",,Thighs,3,"Quadriceps, Gluteus Maximus",4,11,22.944341033551435,male,weight gain
Step-up,Body Weight,Basic or Auxiliary,Compound,Push,"Stand facing side of bench, step or platform.","Place foot of first leg on bench. Stand on bench by extending hip and knee of first leg and place foot of second leg on bench. Step down with second leg by flexing hip and knee of first leg. Return to original standing position by placing foot of first leg to floor. Repeat first step with opposite leg, alternating first steps between legs.","Quadriceps,","Erector Spinae, Trapezius, Upper, Trapezius, Middle, Levator Scapulae, Gluteus Medius, Gluteus Minimus, Quadratus Lumborum, Obliques, ",Thighs,3,"Quadriceps, Gluteus Maximus",5,10,23.94976121094418,male,weight gain
Step-up:  Step-down,Body Weight,Basic or Auxiliary,Compound,Push,"Stand with one foot on bench or elevated surface. Position foot on elevated surface to side, slightly forward of straight knee.",Stand on elevated surface by straightening leg and pushing body upward. Step down returning foot off of elevated surface to floor and repeat. Continue with opposite position.,"Quadriceps,","Erector Spinae, Gluteus Medius, Gluteus Minimus, Quadratus Lumborum, Obliques, ",Thighs,3,"Quadriceps, Gluteus Maximus",4,10,22.41058801907846,male,weight gain
Single Leg Squat (leg wrapped),Self-assisted​​​​​​​,Basic or Auxiliary,Compound,Push,"Place hand on waist high prop or other tall, sturdy structure for support. Stand on one leg by wrapping leg around back of supporting leg so top of lifted foot is on outside of supporting leg's ankle.",Squat down by bending knee forward and hip back behind. Keep back straight and supporting knee pointed same direction as foot supporting. Descend until thigh is just past parallel to floor. Return to standing position with minimal assistance from wrapped leg. Stand to original position until knee and hip of supporting leg are straight. Return and repeat. Continue with opposite leg.,"Quadriceps,","Erector Spinae, Gluteus Medius, Gluteus Minimus, Quadratus Lumborum, Obliques, Rectus Abdominis, ",Thighs,4,"Quadriceps, Gluteus Maximus",4,6,23.36301284976821,male,weight gain
Squat,Self-assisted​​​​​​​,Basic or Auxiliary,Compound,Push,"Place hand on waist high prop or other tall, sturdy structure for support. Stand on one leg by wrapping leg around back of supporting leg so top of lifted foot is on outside of supporting leg's ankle.",Squat down by bending knee forward and hip back behind. Keep back straight and supporting knee pointed same direction as foot supporting. Descend until thigh is just past parallel to floor. Return to standing position with minimal assistance from wrapped leg. Stand to original position until knee and hip of supporting leg are straight. Return and repeat. Continue with opposite leg.,"Quadriceps,","Erector Spinae, Gluteus Medius, Gluteus Minimus, Quadratus Lumborum, Obliques, Rectus Abdominis, ",Thighs,3,"Quadriceps, Gluteus Maximus",5,8,23.02896329695769,male,weight gain
