Exercise Name,Equipment,Utility,Mechanics,Force,Preparation,Execution,Target_Muscles,Stabilizer_Muscles,Main_muscle,Difficulty (1-5),Secondary Muscles,No_of_Sets,No_of_Reps,BMI
"Deadlift:  Stiff-leg Deadlift

Straight-back

",Smith,Basic or Auxiliary,Compound,Pull,Stand with shoulder width or narrower stance on elevated platform with thigh against bar. Grasp bar with shoulder width or slightly wider overhand grip. Disengage bar by rotating bar back.,"With knees slightly bent, lower bar toward top of feet by bending hips. Keep waist straight, flexing only slightly at bottom. Lift bar by extending at hips until standing upright. Pull shoulders back slightly if rounded. Extend knees at top if desired. Repeat.","Gluteus Maximus,","Quadriceps, Trapezius, Middle, Rhomboids, Latissimus Dorsi, Trapezius, Upper, Levator Scapulae, Trapezius, Lower, ",Hips,4,"Erector Spinae, Hamstrings",4,8,22.68841425
Rear Lunge,Smith,Auxiliary,Compound,Push,"With bar upper chest height, position bar on back of shoulders and grasp bar to sides. Place feet under bar or slightly forward. Straighten legs so weight is lifted. Disengage bar by rotating bar back. Place feet slightly forward.","Step back with one leg while bending supporting leg. Plant forefoot far back on floor. Lower body by flexing knee and hip of supporting leg until knee of rear leg is almost in contact with floor. Return to original standing position by extending hip and knee of forward supporting leg and return rear leg next to supporting leg. Repeat movement with opposite legs, alternating between sides.","Gluteus Maximus,","Erector Spinae, Gluteus Medius, Gluteus Minimus, Quadratus Lumborum, Obliques, ",Hips,3,"Quadriceps, Gluteus Maximus, Hamstrings",3,11,23.47216764
Squat,Smith,Basic,Compound,Push,"With bar upper chest height, position bar on back of shoulders and grasp bar to sides. Place feet slightly forward. Disengage bar by rotating bar back.","Squat down by bending hips back while allowing knees to bend forward slightly, keeping back straight and knees pointed same direction as feet.   Descend until thighs are just past parallel to floor. Extend knees and hips until legs are straight. Return and repeat.","Gluteus Maximus,","Erector Spinae, ",Hips,4,"Quadriceps, Gluteus Maximus, Adductors",3,9,22.90600734
Reverse Hyper-extension,Weighted,Auxiliary,Isolated,Push,Place sandbag or medicine ball between ankles. Lay torso and waist on bench and grasp handles. Feet should be above floor with legs straight.,Raise weight by extending hips as high as possible until legs are nearly straight. Lower legs to original position. Repeat.,"Gluteus Maximus,","Erector Spinae, ",Hips,3,"Erector Spinae, Gluteus Maximus, Hamstrings",3,7,23.60954073
Single Leg Squat,Weighted,Auxiliary,Compound,Push,"Stand with arms extended out in front, holding medicine ball or weight plate. Balance on one leg with opposite leg extended forward off of ground.",Squat down as far as possible while keeping leg elevated off of floor. Keep supporting knee pointed same direction as foot supporting. Raise body back up to original position until knee and hip of supporting leg is straight. Return and repeat. Continue with opposite leg.,"Gluteus Maximus,","Gluteus Medius, Gluteus Minimus, Quadratus Lumborum, Obliques, Rectus Abdominis, Iliopsoas, Tensor Fasciae Latae, Pectineus, Sartorius, Quadriceps, Deltoid, Anterior, Pectoralis Major, Clavicular, Deltoid, Lateral, Coracobrachialis, Trapezius, Upper, Trapezius, Middle, Trapezius, Lower, Serratus Anterior, Inferior Digitations, Levator Scapulae, Wrist Extensors, ",Hips,4,"Quadriceps, Gluteus Maximus, Hamstrings",4,11,22.082096
Lunge,Body Weight,Basic or Auxiliary,Compound,Push,Stand with hands on hips or in front of body.,"Lunge forward with first leg. Land on heel, then forefoot. Lower body by flexing knee and hip of front leg until knee of rear leg is almost in contact with floor. Return to original standing position by forcibly extending hip and knee of forward leg. Repeat by alternating lunge with opposite leg.","Gluteus Maximus,","Tibialis Anterior, Gluteus Medius, Gluteus Minimus, Quadratus Lumborum, Obliques, ",Hips,3,"Quadriceps, Gluteus Maximus, Hamstrings",5,6,22.66645364
Rear Lunge,Body Weight,Basic or Auxiliary,Compound,Push,Stand with hands on hips or in front of body.,"Lunge forward with first leg. Land on heel, then forefoot. Lower body by flexing knee and hip of front leg until knee of rear leg is almost in contact with floor. Return to original standing position by forcibly extending hip and knee of forward leg. Repeat by alternating lunge with opposite leg.","Gluteus Maximus,","Tibialis Anterior, Gluteus Medius, Gluteus Minimus, Quadratus Lumborum, Obliques, ",Hips,3,"Quadriceps, Gluteus Maximus, Hamstrings",4,8,22.96308597
Single Leg Squat,Body Weight,Basic or Auxiliary,Compound,Push,Stand with arms extended out in front. Balance on one leg with opposite leg extended forward off of ground.,Squat down as far as possible while keeping leg elevated off of floor. Keep back as straight as possible and supporting knee pointed same direction as foot supporting. Raise body back up to original position until knee and hip of supporting leg is straight. Repeat and continue with opposite leg.,"Gluteus Maximus,","Erector Spinae (see notes), Gluteus Medius, Gluteus Minimus, Quadratus Lumborum, Obliques, Iliopsoas, Tensor Fasciae Latae, Pectineus, Sartorius, Quadriceps, ",Hips,4,"Quadriceps, Gluteus Maximus, Hamstrings",4,7,23.95850467
Split Squat,Body Weight,Basic or Auxiliary,Compound,Push,Stand with hands on hips. Position feet far apart; one foot forward and other foot behind.,Squat down by flexing knee and hip of front leg. Allow heel of rear foot to rise up while knee of rear leg bends slightly until it almost makes contact with floor. Return to original standing position by extending hip and knee of forward leg. Repeat. Continue with opposite leg.,"Gluteus Maximus,","Gluteus Medius, Gluteus Minimus, ",Hips,3,"Quadriceps, Gluteus Maximus, Hamstrings",4,11,23.73514076
Split Squat:  Single Leg Split Squat,Body Weight,Basic or Auxiliary,Compound,Push,Stand facing away from bench. Extend leg back and place top of foot on bench.,Squat down by flexing knee and hip of front leg until knee of rear leg is almost in contact with floor. Return to original standing position by extending hip and knee of forward leg and repeat. Continue with opposite leg.,"Gluteus Maximus,","Gluteus Medius, Gluteus Minimus, ",Hips,4,"Quadriceps, Gluteus Maximus, Hamstrings",3,7,23.74293835
Single Leg Stiff Leg Deadlift,Body Weight,Auxiliary,Isolated,Pull,Stand with feet together and hands just in front of thighs. Lift leg slightly so foot is just off floor.,"Lower torso forward and downward while raising lifted leg back behind. Keep back straight and knee of supporting leg slightly bend. Keep hip and knee of lifted leg extended throughout movement. Once stretch is felt or hands contact floor, return to original position by raising torso while lowering lifted leg. Straighten knee of supporting leg as torso becomes upright. Repeat.",Gluteus Maximus,"Erector Spinae, Quadriceps, Gluteus Medius, Gluteus Minimus, Quadratus Lumborum, Obliques, Gluteus Maximus (lifted leg), ",Hips,4,"Erector Spinae, Hamstrings",3,12,23.07254686
Squat,Body Weight,Basic,Compound,Push,Stand with arms extended forward.,"Squat down by bending hips back while allowing knees to bend forward slightly, keeping back straight and knees pointed same direction as feet.   Descend until thighs are just past parallel to floor. Squat up by extending knees and hips until legs are straight. Return and repeat.","Gluteus Maximus,",,Hips,4,"Quadriceps, Gluteus Maximus, Adductors",3,6,22.87970424
Step-up,Body Weight,Basic or Auxiliary,Compound,Push,"Stand facing side of bench, step or platform.","Place foot of first leg on bench. Stand on bench by extending hip and knee of first leg and place foot of second leg on bench. Step down with second leg by flexing hip and knee of first leg. Return to original standing position by placing foot of first leg to floor. Repeat first step with opposite leg, alternating first steps between legs.","Gluteus Maximus,","Erector Spinae, Trapezius, Upper, Trapezius, Middle, Levator Scapulae, Gluteus Medius, Gluteus Minimus, Quadratus Lumborum, Obliques, ",Hips,3,"Quadriceps, Gluteus Maximus, Hamstrings",3,9,23.79483084
Step-up:  Step Down,Body Weight,Basic or Auxiliary,Compound,Push,"Stand with one foot on bench or elevated surface. Position foot on elevated surface to side, forward of straight knee.",Stand on bench by straightening leg and pushing body upward. Step down returning foot off of bench to floor and repeat. Continue with opposite position.,"Gluteus Maximus,","Erector Spinae, Gluteus Medius, Gluteus Minimus, Quadratus Lumborum, Obliques, ",Hips,3,"Quadriceps, Gluteus Maximus, Hamstrings",3,6,22.61320055
Single Leg Squat (leg wrapped),Self-assisted​​​​​​​,Basic or Auxiliary,Compound,Push,"Stand with hand on hip height elevated surface or other tall, sturdy structure for support. Stand on one leg by wrapping leg around back of supporting leg so top of lifted foot is on outside of supporting leg's ankle.",Squat down by bending knee forward and hip back behind. Keep back straight and supporting knee pointed same direction as foot supporting. Descend until thigh is just past parallel to floor. Return to standing position with minimal assistance from wrapped leg. Stand to original position until knee and hip of supporting leg are straight. Return and repeat. Continue with opposite leg.,"Gluteus Maximus,","Erector Spinae, Gluteus Medius, Gluteus Minimus, Quadratus Lumborum, Obliques, Rectus Abdominis, ",Hips,4,"Quadriceps, Gluteus Maximus, Hamstrings",5,8,23.47363641
Step Down,Self-assisted​​​​​​​,Basic or Auxiliary,Compound,Push,Stand with one foot on bench or elevated surface. Position foot on elevated surface to side and forward of straight knee.,Stand on bench by straightening leg and pushing body upward. Step down returning foot off of bench to floor and repeat. Continue with opposite position.,"Gluteus Maximus,","Erector Spinae, Gluteus Medius, Gluteus Minimus, Quadratus Lumborum, Obliques, ",Hips,3,"Quadriceps, Gluteus Maximus, Hamstrings",5,11,22.32153034
Hip Bridge,Suspended,Auxiliary,Isolated,Push,"Sit on floor facing suspension trainer loops in low position. Grasp bottom of loops, then lay supine. Raise legs and place heels in loops with soles contacting handles. Lie down supine on mat so knees and hips are bent with suspension straps hanging vertical. Place arms off to sides.",Raise hips up by extending hips until fully extended. Lower hips until hips and back make contact with mat. Repeat.,"Gluteus Maximus,",,Hips,2,"Gluteus Maximus, Hamstrings",3,9,22.26636296
Single Leg Squat,Suspended,Basic or Auxiliary,Compound,Push,"Grasp suspension handles and momentarily step back until arms are extended forward and straight. While keeping arms straight and shoulders back, step forward so body reclines back behind suspension handles. Position body and legs straight at desired angle hanging from handles with arms straight. Balance on one leg with opposite leg extended forward off of ground.","Squat down as far as possible while keeping leg elevated off of floor. Keep supporting knee pointed same direction as foot supporting. Raise body back, up to original position until knee and hip of supporting leg is straight. Repeat and continue with opposite leg.","Gluteus Maximus,","Gluteus Medius, Gluteus Minimus, Quadratus Lumborum, Obliques, Rectus Abdominis, Trapezius, Middle, Rhomboids, Iliopsoas, Tensor Fasciae Latae, Pectineus, Sartorius, Quadriceps, ",Hips,4,"Quadriceps, Gluteus Maximus, Hamstrings",5,9,23.77384197
Single Leg Split Squat,Suspended,Basic or Auxiliary,Compound,Push,Grasp one or both suspension trainer handle(s) in lower position. Step and face away from suspension trainers. Balance on one leg while raising foot from behind and slipping single foot in loop(s). Release handle with hand and position leg back so it is supported behind body by suspension trainer. Place hands on hips and maintain balance throughout exercise.,Squat down by flexing knee and hip of front leg until knee of rear leg is almost in contact with floor. Return to original standing position by extending hip and knee of forward leg and repeat. Continue with opposite leg.,"Gluteus Maximus,","Gluteus Medius, Gluteus Minimus, Quadratus Lumborum, Obliques, ",Hips,4,"Quadriceps, Gluteus Maximus, Hamstrings",4,8,23.82922729
Hip Abduction,Cable,Auxiliary,Isolated,Push,Stand in front of low pulley facing to one side. Attach cable cuff to far ankle. Step out away from stack and grasp ballet bar. Stand on near foot and allow far leg to cross in front.,Move leg to opposite side of low pulley by abduction hip. Return and repeat. Turn around and continue with opposite leg.,"Hip Abductors,","Hip Abductors (opposite), ",Hips,2,Gluteus Maximus,3,9,22.8671129
